whichBlock,practice,numberReps,taskNameSource,taskTextSource,cueReminderTextSource,whichFace,whichCue,center,surround,rotCenter,rotSurround,blueCenter,blueSurround,ethnicity,male,identity,scramFace,prac_BlockLoop.thisRepN,prac_BlockLoop.thisTrialN,prac_BlockLoop.thisN,prac_BlockLoop.thisIndex,prac_trialLoop.thisRepN,prac_trialLoop.thisTrialN,prac_trialLoop.thisN,prac_trialLoop.thisIndex,prac_cueLoop.thisRepN,prac_cueLoop.thisTrialN,prac_cueLoop.thisN,prac_cueLoop.thisIndex,prac_stimLoop.thisRepN,prac_stimLoop.thisTrialN,prac_stimLoop.thisN,prac_stimLoop.thisIndex,begin_text1.started,begin_text1.stopped,pracImage_center.started,pracImage_center.stopped,pracImage_top.started,pracImage_top.stopped,pracImage_right.started,pracImage_right.stopped,pracImage_bottom.started,pracImage_bottom.stopped,pracImage_left.started,pracImage_left.stopped,begin_keyResp.keys,begin_keyResp.rt,begin_keyResp.started,begin_keyResp.stopped,begin_text2.started,begin_text2.stopped,begin_text1_4.started,begin_text1_4.stopped,pracImage_center_2.started,pracImage_center_2.stopped,pracImage_top_2.started,pracImage_top_2.stopped,pracImage_right_2.started,pracImage_right_2.stopped,pracImage_bottom_2.started,pracImage_bottom_2.stopped,pracImage_left_2.started,pracImage_left_2.stopped,begin_keyResp_4.keys,begin_keyResp_4.rt,begin_keyResp_4.started,begin_keyResp_4.stopped,begin_text2_4.started,begin_text2_4.stopped,begin_text1_3a.started,begin_text1_3a.stopped,begin_text2_3a.started,begin_text2_3a.stopped,begin_keyResp_3a.keys,begin_keyResp_3a.rt,begin_keyResp_3a.started,begin_keyResp_3a.stopped,taskName.started,taskName.stopped,task_Text.started,task_Text.stopped,leftKey_text.started,leftKey_text.stopped,rightKey_text.started,rightKey_text.stopped,task_text5.started,task_text5.stopped,LeftReminder_text.started,LeftReminder_text.stopped,rightReminder_text.started,rightReminder_text.stopped,pracOrMain_keyResp.keys,pracOrMain_keyResp.rt,pracOrMain_keyResp.started,pracOrMain_keyResp.stopped,taskName_2.started,taskName_2.stopped,task_Text_2.started,task_Text_2.stopped,task_text_3.started,task_text_3.stopped,task_text_4.started,task_text_4.stopped,LeftReminder_text_5.started,LeftReminder_text_5.stopped,rightReminder_text_5.started,rightReminder_text_5.stopped,pracOrMain_keyResp_3.keys,pracOrMain_keyResp_3.rt,pracOrMain_keyResp_3.started,pracOrMain_keyResp_3.stopped,RSI,LeftReminder_text_6.started,LeftReminder_text_6.stopped,rightReminder_text_6.started,rightReminder_text_6.stopped,cuePresented_2.started,cuePresented_2.stopped,ISI,corrAns,LeftReminder_text_7.started,LeftReminder_text_7.stopped,rightReminder_text_7.started,rightReminder_text_7.stopped,centerPresented_2.started,centerPresented_2.stopped,topPresented_2.started,topPresented_2.stopped,rightPresented_2.started,rightPresented_2.stopped,bottomPresented_2.started,bottomPresented_2.stopped,leftPresented_2.started,leftPresented_2.stopped,keyResp_2.keys,keyResp_2.corr,keyResp_2.started,keyResp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.578979300102219,None,9.578979300102219,None,9.578979300102219,None,9.578979300102219,None,9.578979300102219,None,9.578979300102219,None,space,2.668052300112322,9.578979300102219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.578979300102219,None,12.272182099986821,None,12.272182099986821,None,12.272182099986821,None,12.272182099986821,None,12.272182099986821,None,12.272182099986821,None,space,0.7652986999601126,12.272182099986821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.272182099986821,None,13.05405530007556,None,13.05405530007556,None,space,0.6302496998105198,13.05405530007556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,SHAPE,,,,,,,,,,,0,0,0,1,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.767483900068328,None,13.767483900068328,None,13.767483900068328,None,13.767483900068328,None,13.767483900068328,None,13.767483900068328,None,13.767483900068328,None,space,0.4759609999600798,13.767483900068328,None,14.276467500021681,None,14.276467500021681,None,14.276467500021681,None,14.276467500021681,None,14.276467500021681,None,14.276467500021681,None,z,3.13374359998852,14.276467500021681,None,1.243486973947896,17.444624500116333,None,17.444624500116333,None,18.685062300181016,19.68547170003876,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,images/3M1_Fa_BD.jpg,images/3M1_Fa_OD.jpg,45,45,1,0,3,1,1,0,0,0,0,1,0,0,0,4,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4769539078156313,z,19.75468929996714,22.732891000108793,19.75468929996714,22.732891000108793,21.234304200159386,22.244673900073394,21.234304200159386,22.244673900073394,21.234304200159386,22.244673900073394,21.234304200159386,22.244673900073394,21.234304200159386,22.244673900073394,None,0,21.234304200159386,None,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Fa.xlsx,,,,,,,,,,,,0,0,0,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,SHAPE,,,,,,,,,,,0,0,0,1,0,1,1,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2585170340681362,22.755294900154695,None,22.755294900154695,None,24.00948590016924,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,images/3M1_Sc_OD.jpg,images/3M1_Sc_BS.jpg,45,0,0,1,3,1,1,1,0,0,0,1,0,1,1,5,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1983967935871742,z,25.06698750006035,None,25.06698750006035,None,26.261472700163722,27.27129300008528,26.261472700163722,27.27129300008528,26.261472700163722,27.27129300008528,26.261472700163722,27.27129300008528,26.261472700163722,27.27129300008528,None,0,26.261472700163722,None,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face3M1_Sc.xlsx,,,,,,,,,,,,0,0,0,1,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
shape.xlsx,1,1,SHAPE Game Practice,"



In this game, you have to focus on the SHAPE of the center image

Press the Z key with your left index finger, if:

Press the M key with your right index finger, if:


Labels in the lower-left and lower-right of the screen will remind you
which hand to use for which SHAPE. Ignore the color words for now.","






The word SHAPE will be presented before each image to remind you what to do.",face1F1_Sc.xlsx,SHAPE,,,,,,,,,,,0,0,0,1,0,2,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4869739478957915,27.783019199967384,None,27.783019199967384,None,29.270320900017396,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_27_1925,multiEF-Inhib,2021.2.3,240.50486807958353,
