variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
aq10_i1,"AQ10, question 1",I often notice small sounds when others do not,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i2,"AQ10, question 2","I usually concentrate more on the whole picture, rather than the small details",s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i3,"AQ10, question 3",I find it easy to do more than one thing at once,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i4,"AQ10, question 4","If there is an interruption, I can switch back to what I was doing very quickly",s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i5,"AQ10, question 5",I find it easy to 'read between the lines' when someone is talking to me,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i6,"AQ10, question 6",I know how to tell if someone listening to me is getting bored,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i7,"AQ10, question 7",When I'm reading a story I find it difficult to work out the characters' intentions,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i8,"AQ10, question 8","I like to collect information about categories of things (e.g. types of car, types of bird, types of train, types of plant etc)",s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i9,"AQ10, question 9",I find it easy to work out what someone is thinking or feeling just by looking at their face,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_i10,"AQ10, question 10",I find it difficult to work out people's intentions,s1_r1_e1,Likert,"1, 2, 3, 4","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",NA,1,NA,direct-redcap
aq10_scrdTotal,AQ10 total score,"sum of the respective counts of agreement to aq10 items (1, 7, 8, 10) and disagreement to aq10 items (2, 3, 4, 5, 6, 9) (NA if aq10_percTotal < 1)",s1_r1_e1,Integer,"[0,10]",NA,NA,1,NA,code-instruments
aq10_percTotal,AQ10 percentage response,percentage of response for aq10 items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
