variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
scaared_b_i1,"SCAARED (version b), question 1","When I feel nervous, it is hard for me to breathe.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i2,"SCAARED (version b), question 2","I get headaches when I am at school, at work or in public places.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i3,"SCAARED (version b), question 3",I don't like to be with people I don't know well.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i4,"SCAARED (version b), question 4",I get nervous if I sleep away from home.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i5,"SCAARED (version b), question 5",I worry about people liking me.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i6,"SCAARED (version b), question 6","When I get anxious, I feel like passing out.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i7,"SCAARED (version b), question 7",I am nervous.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i8,"SCAARED (version b), question 8",It is hard for me to stop worrying.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i9,"SCAARED (version b), question 9",People tell me that I look nervous.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i10,"SCAARED (version b), question 10",I feel nervous with people I don't know well.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i11,"SCAARED (version b), question 11","I get stomachaches at school, at work, or in public places.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i12,"SCAARED (version b), question 12","When I get anxious, I feel like I'm going crazy.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i13,"SCAARED (version b), question 13",I worry about sleeping alone.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i14,"SCAARED (version b), question 14",I worry about being as good as other people.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i15,"SCAARED (version b), question 15","When I get anxious, I feel like things are not real.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i16,"SCAARED (version b), question 16",I have nightmares about something bad happening to my family.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i17,"SCAARED (version b), question 17","I worry about going to work or school, or to public places.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i18,"SCAARED (version b), question 18","When I get anxious, my heart beats fast.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i19,"SCAARED (version b), question 19",I get shaky.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i20,"SCAARED (version b), question 20",I have nightmares about something bad happening to me.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i21,"SCAARED (version b), question 21",I worry about things working out for me.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i22,"SCAARED (version b), question 22","When I get anxious, I sweat a lot.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
