variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
demo_c_mob,Month of birth,In what month were you born (1-12)?,s1_r1_e1,Integer,"[1,12]",NA,NA,1,NA,direct-redcap
demo_c_yob,Year of birth,In what year were you born?,s1_r1_e1,Integer,"[1900,2050]",NA,NA,1,NA,direct-redcap
demo_c_hand,Handedness,Are you right- or left-handed?,s1_r1_e1,Categorical,"1, 2, 3, 4","1, Right handed | 2, Left handed | 3, Ambidextrous (use right and left hand equally) | 4, Other (please specify)",NA,1,NA,direct-redcap
demo_c_otherhand,Specification of other handedness,"If demo_b_hand=Other, specification",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_sex,Biological sex,What is the biological sex you were assigned at birth?,s1_r1_e1,Categorical,"1, 2, 3, 4, 5, 6","1, Male | 2, Female | 3, Intersex | 4, Other | 5, Unknown | 6, Prefer not to say",NA,1,NA,direct-redcap
demo_c_gender,Gender identity,"How do you currently describe your gender identity? If you prefer not to answer, write: ""prefer not to answer.""",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_orient,Sexual identity,"How do you currently describe your sexual identity (sexual orientation/attraction)? If you prefer not to answer, write: ""prefer not to answer.""",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_ethnic,Race/ethnicity,What categories describe you? Select all that apply to you:,s1_r1_e1,Categorical,"1, 2, 3, 4, 5, 6, 7, 8, 9","1, American Indian or Alaska Native-For example, Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Native Village of Barrow Iñupiat Traditional Government, Nome Eskimo Community | 2, Asian (for example: Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese) | 3, Black or African American (for example: Jamaican, Haitian, Nigerian, Ethiopian, Somalian) | 4, Hispanic, Latino/a/x or Spanish Origin (for example: Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Columbian) | 5, Middle Eastern or North African (for example: Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian) | 6, Native Hawaiian or Other Pacific Islander (for example: Native Hawaiian, Samoan, Chamorro, Tongan, Fijian, Marshallese) | 7, White (for example: German, Irish, English, Italian, Polish, French) | 8, Some other race, ethnicity, or origin (please specify) | 9, I prefer not to answer",NA,1,NA,direct-redcap
demo_c_othethnic,Specification of other race/ethnicity,"If demo_b_ethnic=Some other race, specification",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_eng,Speaker of a language other than English,"Besides English, do you speak any other languages?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_langs,Non-English language(s) spoken,What language(s) other than English do you speak?,s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_langhis,Language learning history,Which of the following best describes your language-learning history?,s1_r1_e1,Categorical,"1, 2, 3, 4","1, I learned English first and my other language(s) later. | 2, I learned my other language(s) first and English later. | 3, I learned English and my other languages at the same time. | 4, Other (please specify)",NA,1,NA,direct-redcap
demo_c_otherhis,Specification of other language learning history,"If demo_b_langhis=Other, specification",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_ageen,Age of English acquisition,How old were you when you started to learn English?,s1_r1_e1,Integer,"[1,inf]",NA,NA,1,NA,direct-redcap
demo_c_engflu,Age of English proficiency,How old were you when you felt you could effectively communicate in English?,s1_r1_e1,Integer,"[1,inf]",NA,NA,1,NA,direct-redcap
