variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
adexi_b_i1,"ADEXI (version b), question 1",I have difficulty remembering lengthy instructions,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i2,"ADEXI (version b), question 2",I have difficulty remembering what I am doing in the middle of an activity,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i3,"ADEXI (version b), question 3",I have a tendency to do things without first thinking about what could happen,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i4,"ADEXI (version b), question 4",I have difficulty stopping myself from doing something that I like even though someone tells me that it is not allowed.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i5,"ADEXI (version b), question 5","When someone asks me to do several things, I remember only the first or last",s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i6,"ADEXI (version b), question 6",I have difficulty refraining from smiling or laughing in situations where it is inappropriate,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i7,"ADEXI (version b), question 7",I have difficulty coming up with a different way of solving a problem when I get stuck,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i8,"ADEXI (version b), question 8","When someone asks me to fetch something, I forget what I am supposed to fetch",s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i9,"ADEXI (version b), question 9","I have difficulty planning for an activity (e.g., remembering to bring everything necessary when going on a trip/to work/to school)",s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i10,"ADEXI (version b), question 10","I have difficulty stopping an activity that I like (e.g., I watch TV or sit in front of the computer in the evening even though it is time to go to bed)",s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i11,"ADEXI (version b), question 11",I have difficulty understanding verbal instructions unless I am also shown how to do something,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i12,"ADEXI (version b), question 12",I have difficulties with tasks or activities that involve several steps,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i13,"ADEXI (version b), question 13",I have difficulty thinking ahead or learning from experience,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_b_i14,"ADEXI (version b), question 14",People that I meet seem to think that I am more lively/wilder compared to other people my age,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",NA,1,NA,direct-redcap
adexi_scrdTotal,ADEXI total score,average of all adexi items (NA if adexi_percTotal < 0.8),s1_r1_e1,Real,"[1,5]",NA,NA,1,NA,code-instruments
adexi_scrdInh,ADEXI inhibition subscore,"average of adexi items 3, 4, 6, 10, and 14 (NA if adexi_percInh < 1)",s1_r1_e1,Real,"[1,5]",NA,NA,1,NA,code-instruments
adexi_scrdWm,ADEXI working memory subscore,"average of adexi items 1, 2, 5, 7, 8, 9, 11, 12, and 13 (NA if adexi_percWm < 1)",s1_r1_e1,Real,"[1,5]",NA,NA,1,NA,code-instruments
adexi_percTotal,ADEXI percentage response,percentage of response for all adexi items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
adexi_percInh,ADEXI inhibition subscore percentage response,percentage of response for adexi inhibition items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
adexi_percWm,ADEXI working memory subscore percentage response,percentage of response for adexi working memory items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
