variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
ierq_i1,"IERQ, question 1",It makes me feel better to learn how others dealt with their emotions.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i2,"IERQ, question 2",It helps me deal with my depressed mood when others point out that things aren't as bad as they seem.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i3,"IERQ, question 3",I like being around others when I'm excited to share my joy.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i4,"IERQ, question 4",I look for other people to offer me compassion when I'm upset.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i5,"IERQ, question 5",Hearing another person's thoughts on how to handle things helps me when I am worried.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i6,"IERQ, question 6",Being in the presence of certain other people feels good when I'm elated.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i7,"IERQ, question 7",Having people remind me that others are worse off helps me when I'm upset.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i8,"IERQ, question 8",I like being in the presence of others when I feel positive because it magnifies the good feeling.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i9,"IERQ, question 9",Feeling upset often causes me to seek out others who will express sympathy.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i10,"IERQ, question 10","When I am upset, others make me feel better by making me realize that things could be a lot worse.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
